season,fthg,ftag,odd_h,odd_d,odd_a,target
2012,2,0,3.05,3.1,2.88,12
2012,2,2,1.65,4.5,6.6,10
2012,1,1,4.4,3.7,1.96,10
2012,1,0,2.04,3.5,4.3,11
2012,1,0,2.9,3.1,2.98,11
2012,3,2,3.25,3.4,2.48,11
2012,2,0,1.72,3.65,6.85,12
2012,2,0,2.08,3.7,4.09,12
2012,1,1,3.2,3.4,2.5,10
2012,0,1,2.18,3.2,4.3,9
2012,0,0,2.04,3.35,4.75,10
2012,0,1,1.72,3.9,6.24,9
2012,3,0,2.54,3.4,3.2,13
2012,3,2,1.51,4.3,8.8,11
2012,3,1,1.64,4.2,6.5,12
2012,2,0,1.3,5.83,17,12
2012,2,1,2.18,3.4,4.09,11
2012,3,1,1.48,4.9,8.6,12
2012,3,2,1.73,3.55,7,11
2012,2,1,2.56,3.4,3.15,11
2012,0,0,2.7,3.05,3.3,10
2012,3,0,1.48,4.5,10,13
2012,3,0,1.74,3.9,5.9,13
2012,1,0,3.8,3.55,2.18,11
2012,2,2,2.27,4.2,12,10
2012,1,2,3.05,3.65,2.49,9
2012,2,0,2.83,3.25,2.85,12
2012,1,2,1.71,4.09,5.88,9
2012,0,1,1.73,3.83,6.2,9
2012,2,0,1.83,3.65,5.6,12
2012,4,2,2.29,3.75,3.39,12
2012,0,0,2.12,3.9,3.71,10
2012,4,0,2.36,3.83,3.15,14
2012,2,0,1.91,3.5,5.2,12
2012,1,0,1.55,4.4,7.4,11
2012,0,2,2.2,3.35,4.18,8
2012,0,0,1.78,3.6,6.4,10
2012,1,2,2.45,3.45,3.25,9
2012,0,0,3.2,3.62,2.46,10
2012,1,3,2.66,3.5,2.96,8
2012,2,1,1.82,3.55,5.84,11
2012,1,0,1.31,5.8,14.05,11
2012,2,3,4.5,3.5,2.02,9
2012,1,0,4,3.75,2.08,11
2012,4,1,1.62,4.8,5.92,13
2012,0,1,5.3,3.6,1.88,9
2012,1,0,2.66,3.2,3.22,11
2012,2,2,1.7,3.8,7,10
2012,4,1,1.27,6.62,15,13
2012,0,2,2.54,3.41,3.15,8
2012,2,1,3.1,3.65,2.52,11
2012,1,0,3.06,3.45,2.54,11
2012,1,1,1.75,3.65,6.5,10
2012,2,1,2.4,3.05,3.8,11
2012,1,1,1.93,3.7,5.09,10
2012,4,2,3.2,3.5,2.45,12
2012,1,1,2.2,3.2,4.2,10
2012,2,1,1.68,3.8,7.6,11
2012,1,1,1.32,6,13,10
2012,1,0,1.77,3.8,5.8,11
2012,1,2,6.6,4.5,1.59,9
2012,0,0,2.22,3.26,4,10
2012,2,1,1.9,3.63,5,11
2012,0,1,2.8,3.1,3.11,9
2012,1,1,1.61,4.3,6.6,10
2012,2,0,1.34,5.5,13,12
2012,1,1,5.2,3.5,1.9,10
2012,0,1,2.48,3.45,3.36,9
2012,2,2,8.6,4.54,1.51,10
2012,1,3,1.99,3.5,4.59,8
2012,2,1,4.12,3.8,2.04,11
2012,1,1,1.55,4.34,8,10
2012,1,1,3.45,3.3,2.45,10
2012,2,1,4.2,3.9,3.25,11
2012,0,1,3.25,3.39,2.52,9
2012,1,1,2.86,3.58,2.7,10
2012,3,0,1.15,10.9,24.5,13
2012,1,2,2.54,3.45,3.15,9
2012,1,1,1.58,4.59,6.6,10
2012,1,1,1.55,4.3,7.6,10
2012,1,2,2.62,3.31,3.13,9
2012,1,1,1.84,3.85,4.96,10
2012,0,0,1.8,3.85,5.4,10
2012,2,1,1.54,4,9.19,11
2012,1,4,7,4.4,1.56,7
2012,2,0,1.7,4.09,6.01,12
2012,2,2,2.02,3.4,4.9,10
2012,5,0,2.02,3.8,3.97,15
2012,1,2,2.14,3.45,3.97,9
2012,0,3,1.62,4.24,6.75,7
2012,1,1,10.5,5.5,1.38,10
2012,1,2,3.25,3.24,2.58,9
2012,2,0,1.34,5.47,12.8,12
2012,1,2,2.1,3.42,4.3,9
2012,2,1,1.49,4.55,9.19,11
2012,1,0,2.16,3.19,4.51,11
2012,2,1,1.51,4.2,9.25,11
2012,2,6,6.5,4.3,1.63,6
2012,1,0,2.6,3.7,2.84,11
2012,2,0,2.52,3.05,3.6,12
2012,1,2,2.59,3.5,3,9
2012,1,1,2.1,3.3,4.5,10
2012,2,0,2.34,3.02,4,12
2012,2,0,1.75,4,5.5,12
2012,2,1,2.7,3.35,3,11
2012,0,2,6.8,3.9,1.65,8
2012,1,0,5.7,3.8,1.78,11
2012,3,3,1.85,3.6,5.6,10
2012,1,0,2.06,3.6,4.09,11
2012,2,1,2.54,3.26,3.35,11
2012,1,0,1.62,3.91,7.53,11
2012,2,0,1.22,7.4,21.51,12
2012,0,0,2.49,3.43,3.2,10
2012,0,0,2.41,3.3,3.5,10
2012,1,3,1.89,3.55,5.09,8
2012,0,2,1.64,4.3,6.25,8
2012,0,2,7.4,4.42,1.55,8
2012,2,2,2.29,3.25,3.8,10
2012,2,0,2.14,3.3,4.34,12
2012,1,0,1.53,4.5,7.58,11
2012,2,1,2.02,3.37,4.59,11
2012,1,0,1.87,3.95,4.59,11
2012,0,1,5,3.41,1.95,9
2012,1,1,2.31,3.6,3.44,10
2012,0,2,6.6,3.75,1.7,8
2012,1,3,4.59,3.3,2.1,8
2012,1,2,2.29,3.6,3.55,9
2012,0,0,2.6,3.24,3.24,10
2012,2,2,2.04,3.67,4.09,10
2012,3,3,2.18,3.25,4.09,10
2012,4,1,1.91,3.42,5.3,13
2012,1,0,1.65,4,6.95,11
2012,0,0,1.63,3.9,7.6,10
2012,4,2,3.4,3.3,2.45,12
2012,4,1,1.29,6.21,15.53,13
2012,2,3,2.8,3.55,2.78,9
2012,2,2,2.34,3.37,3.6,10
2012,6,1,1.54,4.07,9,15
2012,0,1,3.35,3.16,2.67,9
2012,0,0,8.6,4.3,1.54,10
2012,0,0,1.86,3.45,5.58,10
2012,1,2,5.8,3.8,1.76,9
2012,0,0,1.92,3.35,5.4,10
2012,0,2,4.09,3.4,2.16,8
2012,0,0,3.45,3.3,2.44,10
2012,2,3,1.99,3.75,4.4,9
2012,3,0,1.25,6.6,17.28,13
2012,4,4,1.44,4.59,10.55,10
2012,0,5,4.7,3.75,1.95,5
2012,2,2,1.95,3.35,5.4,10
2012,1,0,3.2,3.25,2.6,11
2012,1,0,2.2,3.25,4.09,11
2012,0,2,1.75,3.78,6.08,8
2012,1,1,2.98,3.4,2.67,10
2012,1,1,2.56,3.35,3.2,10
2012,0,2,2.92,3.4,2.7,8
2012,0,0,7.2,5,1.52,10
2012,0,0,2.1,3.4,4.2,10
2012,1,1,1.22,7.4,21.17,10
2012,5,0,1.23,7.5,17.61,15
2012,1,1,1.34,5.7,12.07,10
2012,0,2,5.5,4.4,1.7,8
2012,1,1,1.24,7.2,17.25,10
2012,1,1,1.98,3.55,4.55,10
2012,3,1,1.57,4.5,7.2,12
2012,1,1,2.84,3.5,2.75,10
2012,1,1,6.22,4.09,1.68,10
2012,2,2,1.81,3.8,5.43,10
2012,2,3,1.15,9.82,24.29,9
2012,1,0,1.26,7,15.2,11
2012,1,3,1.29,6.4,14.1,8
2012,1,1,2.22,3.46,3.75,10
2012,1,0,6.2,3.96,1.71,11
2012,0,1,3,3.42,2.66,9
2012,2,1,4.59,3.59,1.98,11
2012,1,2,6.8,4.09,1.64,9
2012,0,2,2.02,3.45,4.75,8
2012,1,2,2.1,3.5,4.09,9
2012,1,2,3,3.43,2.8,9
2012,3,0,1.93,3.65,4.8,13
2012,1,0,1.31,5.9,13.5,11
2012,1,4,2.66,3.4,3.01,7
2012,3,0,5.5,4,1.77,13
2012,1,2,1.58,4.38,7.53,9
2012,1,0,2.12,3.4,4.09,11
2012,5,0,1.54,4.3,8.26,15
2012,0,0,2.29,3.35,3.7,10
2012,5,1,1.08,17,34,14
2012,4,0,3.1,3.06,2.8,14
2012,0,0,2.24,3.6,3.55,10
2012,0,0,2.15,3.45,4,10
2012,2,0,2.88,3.1,2.98,12
2012,2,0,1.6,4,7.6,12
2012,1,3,3.75,3.36,2.27,8
2012,1,1,16.18,8.19,1.22,10
2012,0,2,5.4,3.57,1.85,8
2012,0,3,3.15,3.2,2.64,7
2012,2,1,2.62,3.45,3,11
2012,0,1,8.4,4.44,1.51,9
2012,2,0,1.81,3.8,5.4,12
2012,2,2,3.54,3.5,2.42,10
2012,4,1,1.56,4.09,8.6,13
2012,3,0,2.22,3.25,4.09,13
2012,0,0,2.84,3.45,2.78,10
2012,2,0,1.64,4.2,6.92,12
2012,0,2,3.65,3.2,2.4,8
2012,2,2,2.62,3.2,3.3,10
2012,3,0,1.18,9.19,21.3,13
2012,1,1,3.2,3.42,2.52,10
2012,1,0,1.45,4.95,9.4,11
2012,2,1,2.91,3.35,2.76,11
2012,1,1,1.29,6.4,13.86,10
2012,1,2,10.38,5.7,1.37,9
2012,3,1,2.76,3.26,3.1,12
2012,0,1,1.55,4.4,7.6,9
2012,1,0,2.29,3.1,4,11
2012,1,2,2,3.6,4.4,9
2012,1,2,2.48,3.4,3.2,9
2012,0,0,1.53,4.25,8.63,10
2012,3,1,3.13,3.52,2.54,12
2012,2,1,2.06,3.3,4.75,11
2012,3,1,1.63,4,7.4,12
2012,1,1,2.31,3.35,3.6,10
2012,1,0,1.7,3.8,6.8,11
2012,1,0,2.4,3.1,3.8,11
2012,0,0,1.79,4,5.4,10
2012,1,0,1.7,3.91,6.48,11
2012,3,1,2.29,3.15,4,12
2012,2,1,3.15,3.7,2.48,11
2012,0,2,2.16,3.25,4.2,8
2012,0,1,2.14,3.3,4.3,9
2012,3,2,3.26,3.45,2.5,11
2012,1,1,1.36,5.2,12,10
2012,0,1,1.59,4.11,7.75,9
2012,3,1,2.14,3.25,4.3,12
2012,4,2,1.07,19.09,42.52,12
2012,3,2,4.2,3.51,2.08,11
2012,2,0,1.87,3.44,5.6,12
2012,3,0,1.62,4.11,7,13
2012,1,0,2.14,3.4,4.17,11
2012,2,0,2.02,3.35,4.82,12
2012,3,0,1.71,3.9,6,13
2012,1,1,1.39,5.3,11,10
2012,0,1,9.6,5,1.43,9
2012,3,1,5.4,3.95,1.76,12
2012,3,0,1.73,3.9,5.8,13
2012,5,1,1.46,4.59,9.6,14
2012,3,1,8.01,4.2,1.57,12
2012,5,2,2.04,3.58,4.26,13
2012,1,1,2.35,3.6,3.35,10
2012,3,1,2.1,3.55,4.13,12
2012,2,3,2.88,3.25,2.86,9
2012,0,0,2.65,3.6,2.92,10
2012,1,1,1.67,4.05,6.6,10
2012,0,4,3.35,3.6,2.41,6
2012,1,2,2.82,3.35,2.88,9
2012,1,0,1.89,4,4.59,11
2012,0,2,5.8,3.5,1.84,8
2012,2,0,1.92,3.61,4.9,12
2012,3,1,1.75,4.3,5.41,12
2012,1,0,2.49,3.35,3.39,11
2012,0,0,6.8,4.3,1.62,10
2012,2,0,2.2,3.6,3.82,12
2012,0,0,1.85,4,5.13,10
2012,1,2,2.06,3.4,4.32,9
2012,3,2,1.94,3.9,4.45,11
2012,0,0,2.42,3.3,3.5,10
2012,1,5,4.65,3.65,1.98,6
2012,5,3,1.95,3.65,5,12
2012,3,2,2.12,3.5,4.26,11
2012,4,1,1.33,6.5,12.5,13
2012,0,3,10.4,4.8,1.42,7
2012,2,2,2.5,3.3,3.34,10
2012,0,1,2.24,3.4,3.9,9
2012,2,1,1.65,4,6.8,11
2012,1,1,3.7,3.25,2.38,10
2012,1,4,11.02,5.8,1.35,7
2012,1,1,3.75,3.46,2.27,10
2012,0,0,2.34,3.1,4,10
2012,0,0,2.15,3.45,4,10
2012,1,2,2.8,3.5,2.84,9
2012,2,1,1.84,3.55,5.7,11
2012,3,0,1.91,3.5,5.09,13
2012,1,0,2.36,3.45,3.4,11
2012,2,2,2.7,3.35,2.98,10
2012,1,4,3.85,3.85,2.1,7
2012,3,1,1.07,19,42,12
2012,1,0,2.13,3.35,4.4,11
2012,1,0,1.83,3.8,5.91,11
2012,3,1,1.36,5.48,11.3,12
2012,2,1,1.6,4.11,7.6,11
2012,1,3,2.04,3.25,5.09,8
2012,2,0,1.18,9,21,12
2012,2,3,2.97,3.5,2.74,9
2012,1,1,1.65,3.95,7.18,10
2012,1,1,2.04,3.38,4.7,10
2012,3,1,1.49,4.4,10.08,12
2012,0,0,14.29,6.8,1.26,10
2012,3,0,1.63,3.95,7.64,13
2012,1,2,2.42,3.45,3.32,9
2012,0,1,3,3.2,2.8,9
2012,0,1,4.5,3.25,2.18,9
2012,1,1,2.68,3.5,2.97,10
2012,1,2,2.98,3.4,2.68,9
2012,2,0,1.6,4.3,7.4,12
2012,2,2,4,3.46,2.14,10
2012,0,3,3.1,3.15,2.74,7
2012,5,1,1.81,3.8,5.3,14
2012,0,0,2.96,3.35,2.74,10
2012,3,0,1.32,5.5,14.37,13
2012,3,2,3.61,3.55,2.25,11
2012,2,1,2.46,3.4,3.4,11
2012,0,3,2.54,3.6,2.98,7
2012,2,1,2.12,3.2,4.59,11
2012,3,1,1.68,4.2,6,12
2012,0,1,2.6,3.25,3.24,9
2012,1,2,1.49,4.4,10,9
2012,1,2,1.66,4.13,6.2,9
2012,1,2,2.9,3.15,2.9,9
2012,1,1,1.46,4.8,9.6,10
2012,1,0,5.5,3.65,1.85,11
2012,0,1,3.65,3.55,2.22,9
2012,1,0,4.7,3.65,1.94,11
2012,3,1,1.23,7.04,19,12
2012,2,0,1.39,5.2,10.02,12
2012,1,1,4.7,3.45,1.99,10
2012,0,3,5.3,3.7,1.84,7
2012,0,0,6.29,4.3,1.63,10
2012,4,2,3.05,3.35,2.62,12
2012,1,1,1.88,3.85,4.8,10
2012,2,2,1.96,3.52,4.75,10
2012,0,0,1.32,5.6,13.72,10
2012,2,0,4.09,3.25,2.2,12
2012,2,1,1.55,4.3,8,11
2012,3,0,1.75,3.85,5.7,13
2012,0,2,2.68,3.47,3.06,8
2012,4,4,1.42,5,10,10
2012,1,2,2.6,3.3,3.2,9
2012,0,2,6.5,4.2,1.64,8
2012,2,1,1.09,14.81,38.65,11
2012,2,0,2.22,3.16,4.44,12
2012,1,1,3.23,3.16,3.18,10
2012,1,1,4.34,3.65,2.09,10
2012,1,0,1.59,3.95,8.44,11
2012,1,0,2.38,3.35,3.55,11
2012,1,1,1.77,3.9,5.5,10
2012,2,0,2.14,3.56,3.95,12
2012,1,1,6.6,4.4,1.59,10
2012,1,2,2.18,3.51,3.85,9
2012,3,1,1.36,5.4,13.35,12
2012,0,1,9.25,5.09,1.44,9
2012,1,2,2.06,3.56,4.2,9
2012,2,2,1.82,3.95,4.96,10
2012,1,2,2.88,3.35,2.87,9
2012,0,0,3.05,3.65,2.48,10
2012,7,1,1.3,6.6,13.01,16
2012,2,2,1.78,3.85,5.8,10
2012,0,1,2.4,3.4,3.41,9
2012,0,1,2.54,3.55,3.06,9
2012,3,0,1.36,5.6,11.83,13
2012,1,1,2.2,3.4,4.2,10
2012,0,0,3.45,3.11,2.58,10
2012,3,3,1.72,3.99,5.9,10
2012,2,2,2.18,3.3,4.09,10
2012,1,2,2.42,3.51,3.3,9
2012,0,0,3.1,3.27,2.7,10
2012,3,2,2.29,3.2,3.95,11
2012,2,1,2.04,3.4,4.8,11
2012,1,1,2.34,3.35,3.55,10
2012,2,1,2.22,3.5,3.7,11
2012,0,0,1.28,5.9,16.53,10
2012,2,2,3.1,3.65,2.6,10
2012,1,2,1.86,3.75,5,9
2012,0,0,1.75,3.8,6,10
2012,4,0,2.25,3.35,3.92,14
2012,3,3,2.75,3.45,2.84,10
2012,0,0,2.29,3.27,3.81,10
2012,0,0,1.87,3.95,4.7,10
2012,3,2,2.94,3.36,2.72,11
2012,0,1,1.8,4,5.09,9
2012,1,2,2.54,3.05,3.6,9
2012,2,1,3.02,3.55,2.61,11
2012,0,0,1.92,3.9,4.42,10
2012,1,1,5.15,3.45,3.3,10
2012,3,2,1.49,4.71,8.9,11
2012,3,2,1.71,4.09,6.6,11
2012,1,0,1.43,5.2,9.4,11
2012,2,1,2.14,3.5,4.3,11
2012,1,1,2.48,3.25,3.4,10
2012,2,1,2.8,3.63,2.68,11
2012,1,0,1.9,3.3,5.8,11
2012,1,1,1.96,3.8,4.59,10
2012,2,1,2.02,3.55,4.59,11
2012,1,1,2.16,3.6,4.22,10
2012,5,0,2.22,3.53,4.34,15
2012,1,2,3.3,3.2,2.9,9
2012,1,2,2.17,3.55,3.9,9
2012,1,1,2.04,3.2,5,10
2012,1,2,3.89,3.5,2.2,9
2012,1,2,1.42,5,9.75,9
2012,0,0,4.09,3.4,2.14,10
2012,2,1,2.1,3.31,4.46,11
2012,3,0,2.8,3.36,3.03,13
2012,3,2,14.58,6.2,1.3,11
2012,3,0,1.39,5.09,12,13
2012,3,2,2.25,3.55,3.57,11
2012,5,0,1.55,4.4,7.8,15
2012,2,3,1.85,3.77,5.09,9
2012,1,0,1.44,4.7,10.34,11
2012,2,0,3.4,3.4,2.4,12
2012,2,0,1.21,8,19.3,12
2012,4,0,1.37,5.7,10,14
2012,0,1,3.15,3.5,2.46,9
2012,0,0,4.5,3.3,2.11,10
2012,1,5,2.88,3.25,2.92,6
2012,4,0,2,3.45,4.61,14
2012,0,1,2.29,3.1,4.09,9
2012,4,2,1.1,13.8,34,12
2012,3,1,1.74,3.9,5.89,12
2012,0,1,5.6,4,1.75,9
2012,2,0,2.37,3.45,3.5,12
2012,0,1,1.28,6.4,14.6,9
2012,4,5,1.69,4.2,6.47,9
2012,3,1,1.87,3.6,5.5,12
2012,0,2,1.69,3.91,6.6,8
2012,0,0,2.78,3.4,2.86,10
2012,0,0,2.18,3.6,4.2,10
2012,1,0,3.35,3.4,2.42,11
2012,2,0,1.52,4.5,8.16,12
2012,2,0,2.72,3.55,2.8,12
2012,0,0,5.5,3.66,1.82,10
2012,1,0,2.29,3.38,3.91,11
2012,0,3,2.5,3.25,3.35,7
2012,0,3,1.57,4.28,8.18,7
2012,1,1,2.58,3.35,3.53,10
2012,0,3,2.56,3.16,3.65,7
2012,2,2,2.12,3.4,4.3,10
2012,1,2,3.74,3.4,2.27,9
2012,0,0,2.64,3.5,3.08,10
2012,3,0,2.62,3.15,3.29,13
2012,2,1,1.78,4.09,5.4,11
2012,1,1,1.7,3.87,7.76,10
2012,4,1,1.54,4.8,7.5,13
2012,2,0,1.64,4.2,6.41,12
2012,3,1,1.34,5.7,12.4,12
2012,0,1,7.6,4.42,1.55,9
2012,1,3,2.18,3.65,3.7,8
2012,0,0,2.57,3.06,3.75,10
2012,0,1,3.55,3.35,2.35,9
2012,1,1,2.1,3.4,4.2,10
2012,4,0,1.1,14.02,34,14
2012,0,0,11.1,5.85,1.34,10
2012,4,0,1.72,4.3,5.75,14
2012,0,1,2.2,3.25,4.09,9
2012,5,1,1.26,7,13.36,14
2012,5,1,2.43,3.35,3.4,14
2012,1,0,1.52,4.4,9,11
2012,3,5,2.2,3.55,3.85,8
2012,4,0,2.48,3.35,3.31,14
2012,0,0,3,3.23,2.8,10
2012,4,2,2.54,3.65,2.96,12
2012,4,1,2.5,3.25,3.4,13
2012,4,0,2.52,3.1,3.42,14
2012,2,2,1.89,3.5,5.4,10
2012,4,1,2.4,3.35,3.45,13
2012,0,0,2.04,3.6,4.8,10
2012,1,1,5.3,3.8,1.82,10
2012,3,0,2.06,3.8,3.9,13
2012,1,3,7.4,4.09,1.6,8
2012,1,0,2.6,3.3,3.16,11
2012,0,2,2.92,3.31,2.8,8
2012,2,0,2.74,3.13,3.21,12
2012,0,1,5.3,3.6,1.87,9
2012,2,1,2.22,3.45,3.77,11
2012,0,1,2.24,3.16,4.4,9
2012,4,2,1.9,3.55,5.33,12
2012,1,1,1.78,3.8,5.6,10
2012,5,1,1.49,4.59,8.6,14
2012,1,2,1.84,3.75,5.09,9
2012,0,0,2.92,3.4,2.74,10
2012,1,0,1.95,3.3,5.3,11
2012,2,2,1.53,4.5,7.8,10
2012,2,1,2.54,3.3,3.4,11
2012,4,0,2.44,3.55,3.3,14
2012,1,1,2,3.68,4.5,10
2012,3,0,1.27,6.4,15,13
2012,3,0,2.84,3.51,2.76,13
2012,3,0,1.14,10,25,13
2012,4,1,1.92,3.7,4.8,13
2012,1,2,2.33,3.5,3.45,9
2012,1,1,1.87,3.75,4.93,10
2012,2,0,2.1,3.36,4.3,12
2012,0,1,1.85,3.8,4.9,9
2012,4,4,2.54,3.5,3.33,10
2012,1,0,2.14,3.4,4.47,11
2012,1,1,2.56,3.2,3.35,10
2012,0,0,3.13,3.3,2.64,10
2012,0,1,2.9,3.6,2.76,9
2012,4,0,1.88,3.7,5,14
2012,2,0,1.93,3.4,5.3,12
2012,2,2,2.42,3.25,3.5,10
2012,0,2,4.67,3.99,1.89,8
2012,3,1,1.6,4.17,7.6,12
2012,1,0,2.31,3.35,3.68,11
2012,2,0,1.5,4.8,7.8,12
2012,1,2,7,4.9,1.52,9
2012,1,0,2.1,3.3,4.5,11
2012,2,2,2.25,3.45,3.7,10
2012,4,1,3.41,3.25,2.5,13
2012,1,2,2.04,3.25,4.7,9
2012,0,1,7.6,4.82,1.5,9
2012,1,3,2.98,3.2,2.95,8
2012,1,0,4.32,3.2,2.18,11
2012,5,2,2.46,3.4,3.4,13
2012,2,0,1.76,3.55,6.4,12
2012,2,1,1.97,3.6,4.59,11
2012,1,2,7.2,4.7,1.55,9
2012,1,0,1.85,3.79,5.09,11
2012,3,1,1.34,5.8,12,12
2012,1,2,1.81,3.95,5,9
2012,4,1,2.27,3.29,3.8,13
2012,1,0,1.98,3.45,4.9,11
2012,1,1,2.6,3.1,3.26,10
2012,2,0,2,3.6,4.3,12
2012,0,2,1.88,3.63,6.02,8
2012,2,1,3.8,3.6,2.42,11
2012,1,1,2.6,3.5,3,10
2012,1,1,1.31,5.6,16.13,10
2012,2,0,3.75,3.38,2.27,12
2012,2,2,1.73,3.85,6,10
2012,3,1,1.09,15,41,12
2012,2,0,4.59,3.75,1.93,12
2012,2,1,1.39,5.3,11,11
2012,0,0,2.56,3.45,3.15,10
2012,0,2,2.8,3.35,2.88,8
2012,1,1,3.16,3.1,2.8,10
2012,1,2,1.74,3.7,6.5,9
2012,1,3,2.44,3.51,3.2,8
2012,2,0,1.18,9,25.69,12
2012,1,0,2,3.6,4.5,11
2012,1,1,1.91,3.61,5.3,10
2012,1,1,2.38,3.5,3.6,10
2012,1,1,3.8,3.2,2.68,10
2012,1,2,2.1,3.7,3.95,9
2012,0,1,1.87,3.6,6.5,9
2012,1,0,2.88,3.65,2.7,11
2012,1,0,4.2,3.75,2.08,11
2012,0,4,2.06,3.8,4,6
2012,0,4,5,4,1.81,6
2012,2,2,1.44,4.7,10.25,10
2012,1,1,3.1,3.36,2.7,10
2012,4,2,1.83,3.75,5.65,12
2012,2,1,3.1,3.4,2.6,11
2012,2,2,1.83,3.7,5.6,10
2012,0,0,2.1,3.5,4.59,10
2012,2,0,1.63,4.23,6.6,12
2012,1,2,2.24,3.3,3.98,9
2012,1,0,1.71,3.76,6.4,11
2012,1,1,2.36,3.26,3.7,10
2012,5,0,1.18,9.4,20.16,15
2012,1,2,4.2,3.58,2.1,9
2012,4,1,1.23,7,18.35,13
2012,2,2,2.18,3.51,3.86,10
2012,5,0,1.7,4,6,15
2012,1,0,2.76,3.35,2.88,11
2012,1,3,3.4,3.63,2.31,8
2012,0,2,2.8,3.25,3.03,8
2012,2,0,1.5,4.15,10.3,12
2012,0,1,3.5,3.6,2.25,9
2012,3,0,2.22,3.25,4.2,13
2012,1,1,1.65,4.3,6.2,10
2012,0,0,1.74,3.63,6.4,10
2012,3,1,2.64,3.5,2.95,12
2012,2,0,3.55,3.35,2.38,12
2012,0,0,3.15,3.3,2.6,10
2012,2,2,2.48,3.3,3.6,10
2012,1,1,5.9,3.76,1.77,10
2012,0,0,1.73,4.44,6.35,10
2012,0,2,3.12,3.35,2.84,8
2012,6,3,1.59,4.17,8.31,13
2012,1,0,4.42,3.54,2.06,11
2012,1,2,2.18,3.39,4.09,9
2012,0,0,1.58,4.62,7.14,10
2012,1,0,3.35,3.5,2.38,11
2012,3,0,1.84,3.88,5.25,13
2012,1,0,4.62,3.63,2.08,11
2012,1,0,1.44,4.8,11.02,11
2012,0,2,2.44,3.56,3.2,8
2012,0,2,3.4,3.05,2.62,8
2012,1,1,1.85,3.45,6,10
2012,1,0,1.61,4.38,7.4,11
2012,3,2,3.15,3.61,2.62,11
2012,7,1,1.31,6.2,12,16
2012,1,1,2.16,3.4,4.33,10
2012,2,3,7,4.59,1.57,9
2012,1,0,2.54,3.4,3.15,11
2012,1,0,3,3.45,2.7,11
2012,2,3,1.88,3.62,5.09,9
2012,1,0,2.52,3.42,3.15,11
2012,0,0,9.02,5.01,1.45,10
2012,2,1,2.58,3.35,3.1,11
2012,2,1,2.63,3.45,3.1,11
2012,0,1,3.35,3.55,2.54,9
2012,2,1,2.1,3.5,4.11,11
2012,2,0,1.2,8.5,21,12
2012,2,0,1.37,5.7,10.5,12
2012,1,0,5.6,3.65,1.85,11
2012,1,2,5.2,3.75,1.82,9
2012,1,3,1.65,3.85,7.4,8
2012,0,2,22.21,9,1.18,8
2012,1,0,2.25,3.25,4,11
2012,3,1,1.78,4,5.3,12
2012,0,2,3.9,3.3,2.27,8
2012,2,0,1.31,6.5,13.5,12
2012,0,0,4.9,4.3,1.85,10
2012,1,1,2.44,3.5,3.7,10
2012,2,2,1.73,3.95,6.25,10
2012,1,1,1.69,3.75,7,10
2012,5,1,2.29,3.55,3.6,14
2012,3,0,1.94,3.75,4.5,13
2012,2,1,2.95,3.45,2.74,11
2012,1,0,4.3,3.4,2.08,11
2012,3,0,1.62,4,8,13
2012,1,1,1.98,3.7,4.4,10
2012,2,1,1.4,5.7,9.4,11
2012,1,2,2.02,3.55,4.4,9
2012,3,0,1.76,3.7,6.1,13
2012,1,2,2.75,3.55,3.1,9
2012,1,3,2.1,3.5,4.05,8
2012,1,0,3.45,3.39,2.4,11
2012,3,0,2.38,3.62,3.33,13
2012,1,2,2.24,3.45,3.75,9
2012,2,2,4.8,3.63,1.96,10
2012,0,2,9.73,5.7,1.37,8
2012,0,1,2.84,3.35,2.85,9
2012,0,3,1.91,3.8,5.2,7
2012,2,1,3.1,3.45,2.56,11
2012,1,1,2.88,3.43,3,10
2012,0,2,2.38,3.3,3.6,8
2012,1,2,1.47,4.7,9.75,9
2012,1,0,2.16,3.4,4.3,11
2012,0,5,4.5,3.75,2.06,5
2012,0,6,10.19,5.8,1.37,4
2012,1,1,2.92,3.5,2.68,10
2012,0,2,5.8,3.95,1.84,8
2012,1,0,1.39,6.6,13.6,11
2012,1,1,1.49,4.3,9.5,10
2012,1,3,1.95,3.75,4.59,8
2012,2,1,2.14,3.71,4.82,11
2012,2,1,1.95,3.35,5.75,11
2012,1,0,2.42,3.65,3.15,11
2012,1,0,2.5,3.53,3.25,11
2012,4,1,1.62,4.3,6.4,13
2012,0,2,1.8,3.65,6.5,8
2012,4,0,1.64,3.95,7.2,14
2012,2,1,3.2,3.5,2.48,11
2012,1,1,1.18,10,17.48,10
2012,0,0,1.68,3.85,6.8,10
2012,2,2,2.76,3.35,2.9,10
2012,1,1,2.04,3.6,4.09,10
2012,0,5,11.72,6,1.33,5
2012,0,1,2.06,3.3,4.5,9
2012,2,2,2.46,2.85,4.11,10
2012,3,0,1.55,4.2,8.8,13
2012,1,4,4.09,3.6,2.1,7
2012,1,0,1.75,3.95,5.58,11
2012,2,0,2.42,3.33,3.45,12
2012,0,3,2.25,3.5,3.6,7
2012,1,0,1.45,5,8.6,11
2012,3,1,1.69,4,6.2,12
2012,0,0,2.34,3.45,3.45,10
2012,5,3,1.06,21,55,12
2012,2,0,2.52,3.42,3.2,12
2012,0,1,3.6,3.55,2.25,9
2012,1,2,1.3,6.4,12.5,9
2012,1,1,1.49,4.59,8.6,10
