id,team_fifa_api_id,date,buildUpPlaySpeed,buildUpPlaySpeedClass,buildUpPlayDribblingClass,buildUpPlayPassing,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassing,chanceCreationPassingClass,chanceCreationCrossing,chanceCreationCrossingClass,chanceCreationShooting,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressure,defencePressureClass,defenceAggression,defenceAggressionClass,defenceTeamWidth,defenceTeamWidthClass,defenceDefenderLineClass
1093,1900,22-Feb-10,35,Balanced,Little,30,Short,Organised,30,Safe,30,Little,55,Normal,Organised,40,Medium,65,Press,55,Normal,Offside Trap
1098,1901,22-Feb-10,30,Slow,Little,35,Mixed,Organised,35,Normal,50,Normal,70,Lots,Organised,30,Deep,30,Contain,30,Narrow,Cover
1103,1902,22-Feb-10,65,Balanced,Little,60,Mixed,Organised,50,Normal,35,Normal,40,Normal,Organised,65,Medium,70,Double,70,Wide,Cover
1104,1902,22-Feb-10,70,Fast,Little,30,Short,Free Form,60,Normal,60,Normal,70,Lots,Free Form,55,Medium,30,Contain,70,Wide,Offside Trap
1113,1904,22-Feb-10,30,Slow,Little,40,Mixed,Organised,50,Normal,35,Normal,70,Lots,Organised,65,Medium,60,Press,50,Normal,Cover
1119,1905,22-Feb-10,65,Balanced,Little,65,Mixed,Organised,55,Normal,60,Normal,60,Normal,Organised,30,Deep,30,Contain,30,Narrow,Offside Trap
1125,1906,22-Feb-10,60,Balanced,Little,30,Short,Organised,30,Safe,30,Little,65,Normal,Free Form,50,Medium,30,Contain,55,Normal,Offside Trap
1131,1907,22-Feb-10,30,Slow,Little,30,Short,Organised,30,Safe,30,Little,60,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
1137,1908,22-Feb-10,40,Balanced,Little,45,Mixed,Organised,50,Normal,35,Normal,55,Normal,Organised,70,High,70,Double,70,Wide,Offside Trap
1142,1909,22-Feb-10,35,Balanced,Little,30,Short,Organised,45,Normal,45,Normal,60,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
1148,1910,22-Feb-10,65,Balanced,Little,55,Mixed,Organised,55,Normal,70,Lots,70,Lots,Organised,70,High,45,Press,70,Wide,Cover
1154,1913,22-Feb-10,30,Slow,Little,55,Mixed,Organised,45,Normal,70,Lots,60,Normal,Organised,55,Medium,60,Press,55,Normal,Cover
1157,1914,22-Feb-10,30,Slow,Little,30,Short,Free Form,70,Risky,60,Normal,70,Lots,Free Form,60,Medium,70,Double,65,Normal,Offside Trap
1163,1915,22-Feb-10,35,Balanced,Little,60,Mixed,Organised,50,Normal,60,Normal,60,Normal,Organised,35,Medium,40,Press,45,Normal,Offside Trap
1169,1917,22-Feb-10,30,Slow,Little,45,Mixed,Organised,45,Normal,35,Normal,70,Lots,Organised,60,Medium,70,Double,50,Normal,Cover
1175,1926,22-Feb-10,66,Balanced,Little,70,Long,Organised,35,Normal,40,Normal,50,Normal,Organised,65,Medium,30,Contain,65,Normal,Cover
1181,1943,22-Feb-10,70,Fast,Little,55,Mixed,Organised,70,Risky,70,Lots,65,Normal,Organised,70,High,70,Double,70,Wide,Cover
1187,1952,22-Feb-10,35,Balanced,Little,40,Mixed,Organised,30,Safe,45,Normal,65,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
1188,1960,22-Feb-10,40,Balanced,Little,50,Mixed,Organised,45,Normal,43,Normal,60,Normal,Organised,70,High,70,Double,70,Wide,Cover
1193,1960,22-Feb-10,30,Slow,Little,30,Short,Organised,55,Normal,60,Normal,55,Normal,Free Form,30,Deep,30,Contain,30,Narrow,Offside Trap
1199,1961,22-Feb-10,70,Fast,Little,55,Mixed,Organised,65,Normal,50,Normal,70,Lots,Organised,70,High,70,Double,55,Normal,Cover
1205,2007,22-Feb-10,70,Fast,Little,30,Short,Free Form,30,Safe,35,Normal,70,Lots,Free Form,50,Medium,70,Double,45,Normal,Cover
1211,10020,22-Feb-10,35,Balanced,Little,60,Mixed,Organised,35,Normal,55,Normal,55,Normal,Organised,50,Medium,55,Press,50,Normal,Cover
1216,10029,22-Feb-10,70,Fast,Little,70,Long,Organised,70,Risky,70,Lots,70,Lots,Organised,60,Medium,70,Double,70,Wide,Cover
1222,10030,22-Feb-10,60,Balanced,Little,60,Mixed,Organised,50,Normal,70,Lots,70,Lots,Organised,60,Medium,70,Double,55,Normal,Cover
1228,15005,22-Feb-10,70,Fast,Little,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,30,Deep,70,Double,30,Narrow,Cover
1234,100081,22-Feb-10,50,Balanced,Little,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,50,Medium,50,Press,50,Normal,Cover
1237,100081,22-Feb-10,53,Balanced,Little,40,Mixed,Organised,55,Normal,55,Normal,65,Normal,Organised,70,High,70,Double,65,Normal,Cover
1243,100409,22-Feb-10,65,Balanced,Little,70,Long,Organised,70,Risky,70,Lots,55,Normal,Organised,35,Medium,70,Double,35,Normal,Cover
1249,100632,22-Feb-10,60,Balanced,Little,70,Long,Organised,70,Risky,70,Lots,55,Normal,Organised,35,Medium,70,Double,35,Normal,Cover
1255,100634,22-Feb-10,65,Balanced,Little,70,Long,Organised,70,Risky,70,Lots,70,Lots,Organised,70,High,70,Double,70,Wide,Cover
1261,100737,22-Feb-10,30,Slow,Little,30,Short,Organised,45,Normal,30,Little,65,Normal,Organised,50,Medium,30,Contain,45,Normal,Cover
1270,100805,22-Feb-10,45,Balanced,Little,35,Mixed,Organised,40,Normal,30,Little,70,Lots,Free Form,45,Medium,35,Press,55,Normal,Cover
1276,100879,22-Feb-10,70,Fast,Little,50,Mixed,Organised,50,Normal,65,Normal,50,Normal,Organised,50,Medium,50,Press,50,Normal,Cover
1282,110316,22-Feb-10,35,Balanced,Little,70,Long,Organised,45,Normal,70,Lots,35,Normal,Organised,30,Deep,45,Press,30,Narrow,Cover
1293,110364,22-Feb-10,30,Slow,Little,30,Short,Organised,40,Normal,40,Normal,65,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
1299,110374,22-Feb-10,64,Balanced,Little,35,Mixed,Organised,30,Safe,50,Normal,70,Lots,Organised,35,Medium,30,Contain,55,Normal,Offside Trap
1305,110456,22-Feb-10,50,Balanced,Little,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,50,Medium,50,Press,50,Normal,Cover
1308,110500,22-Feb-10,30,Slow,Little,30,Short,Free Form,55,Normal,60,Normal,70,Lots,Organised,55,Medium,60,Press,60,Normal,Offside Trap
1314,110556,22-Feb-10,60,Balanced,Little,70,Long,Organised,50,Normal,60,Normal,60,Normal,Organised,30,Deep,55,Press,30,Narrow,Cover
1320,110569,22-Feb-10,55,Balanced,Little,40,Mixed,Organised,45,Normal,30,Little,60,Normal,Organised,30,Deep,65,Press,30,Narrow,Cover
1330,110636,22-Feb-10,70,Fast,Little,30,Short,Organised,60,Normal,70,Lots,70,Lots,Organised,65,Medium,50,Press,60,Normal,Cover
1336,110724,22-Feb-10,64,Balanced,Little,30,Short,Free Form,55,Normal,35,Normal,70,Lots,Free Form,65,Medium,30,Contain,70,Wide,Offside Trap
1342,110745,22-Feb-10,35,Balanced,Little,35,Mixed,Organised,40,Normal,50,Normal,60,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
1348,110746,22-Feb-10,30,Slow,Little,30,Short,Organised,55,Normal,55,Normal,55,Normal,Organised,30,Deep,30,Contain,30,Narrow,Offside Trap
1354,110747,22-Feb-10,30,Slow,Little,30,Short,Organised,60,Normal,50,Normal,55,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
1360,110749,22-Feb-10,50,Balanced,Little,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,50,Medium,50,Press,50,Normal,Cover
1367,110832,22-Feb-10,70,Fast,Little,70,Long,Organised,70,Risky,70,Lots,65,Normal,Organised,70,High,70,Double,65,Normal,Cover
1373,110913,22-Feb-10,70,Fast,Little,40,Mixed,Organised,70,Risky,40,Normal,70,Lots,Organised,70,High,65,Press,70,Wide,Cover
1379,110915,22-Feb-10,65,Balanced,Little,40,Mixed,Organised,70,Risky,70,Lots,55,Normal,Organised,70,High,70,Double,70,Wide,Cover
1385,111083,22-Feb-10,58,Balanced,Little,30,Short,Organised,31,Safe,70,Lots,50,Normal,Organised,30,Deep,70,Double,30,Narrow,Cover
1391,111086,22-Feb-10,45,Balanced,Little,60,Mixed,Organised,40,Normal,45,Normal,55,Normal,Organised,70,High,70,Double,70,Wide,Cover
1399,111091,22-Feb-10,70,Fast,Little,70,Long,Organised,70,Risky,70,Lots,50,Normal,Organised,35,Medium,70,Double,35,Normal,Cover
1405,111092,22-Feb-10,35,Balanced,Little,30,Short,Organised,30,Safe,40,Normal,65,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
1409,111239,22-Feb-10,40,Balanced,Little,35,Mixed,Organised,55,Normal,35,Normal,70,Lots,Organised,70,High,70,Double,65,Normal,Cover
1415,111271,22-Feb-10,65,Balanced,Little,45,Mixed,Organised,65,Normal,60,Normal,70,Lots,Organised,45,Medium,60,Press,50,Normal,Cover
1421,111376,22-Feb-10,70,Fast,Little,70,Long,Organised,70,Risky,70,Lots,70,Lots,Organised,70,High,70,Double,70,Wide,Cover
1427,111540,22-Feb-10,60,Balanced,Little,45,Mixed,Organised,60,Normal,70,Lots,60,Normal,Organised,50,Medium,45,Press,55,Normal,Cover
1430,111540,22-Feb-10,30,Slow,Little,30,Short,Organised,45,Normal,35,Normal,70,Lots,Organised,45,Medium,50,Press,45,Normal,Cover
1434,111657,22-Feb-10,55,Balanced,Little,55,Mixed,Organised,55,Normal,70,Lots,60,Normal,Organised,55,Medium,55,Press,60,Normal,Offside Trap
1440,111974,22-Feb-10,55,Balanced,Little,60,Mixed,Organised,30,Safe,40,Normal,70,Lots,Organised,70,High,70,Double,70,Wide,Cover
1445,111989,22-Feb-10,30,Slow,Little,30,Short,Free Form,50,Normal,35,Normal,70,Lots,Organised,40,Medium,30,Contain,45,Normal,Offside Trap
1453,112409,22-Feb-10,65,Balanced,Little,60,Mixed,Organised,60,Normal,40,Normal,50,Normal,Organised,70,High,60,Press,70,Wide,Cover
5,1,22-Feb-11,47,Balanced,Little,52,Mixed,Organised,53,Normal,48,Normal,52,Normal,Organised,47,Medium,47,Press,52,Normal,Cover
11,2,22-Feb-11,65,Balanced,Little,45,Mixed,Organised,65,Normal,65,Normal,50,Normal,Organised,45,Medium,45,Press,50,Normal,Cover
17,3,22-Feb-11,65,Balanced,Little,50,Mixed,Organised,50,Normal,60,Normal,50,Normal,Free Form,50,Medium,50,Press,50,Normal,Offside Trap
23,4,22-Feb-11,30,Slow,Little,50,Mixed,Organised,50,Normal,50,Normal,55,Normal,Organised,30,Deep,45,Press,65,Normal,Cover
29,5,22-Feb-11,53,Balanced,Little,53,Mixed,Organised,48,Normal,67,Lots,66,Normal,Organised,46,Medium,62,Press,65,Normal,Cover
35,7,22-Feb-11,40,Balanced,Little,38,Mixed,Free Form,67,Risky,65,Normal,67,Lots,Organised,65,Medium,57,Press,63,Normal,Cover
41,9,22-Feb-11,55,Balanced,Little,53,Mixed,Organised,57,Normal,54,Normal,69,Lots,Organised,58,Medium,68,Double,67,Wide,Cover
47,10,22-Feb-11,50,Balanced,Little,52,Mixed,Free Form,70,Risky,50,Normal,60,Normal,Organised,70,High,50,Press,70,Wide,Offside Trap
53,11,22-Feb-11,65,Balanced,Little,50,Mixed,Organised,50,Normal,65,Normal,65,Normal,Organised,45,Medium,45,Press,50,Normal,Cover
59,12,22-Feb-11,46,Balanced,Little,37,Mixed,Organised,33,Safe,62,Normal,52,Normal,Organised,47,Medium,48,Press,45,Normal,Cover
61,13,22-Feb-11,50,Balanced,Little,65,Mixed,Organised,35,Normal,35,Normal,35,Normal,Organised,25,Deep,45,Press,35,Normal,Cover
67,15,22-Feb-11,46,Balanced,Little,58,Mixed,Organised,45,Normal,33,Little,42,Normal,Organised,38,Medium,48,Press,50,Normal,Cover
72,15,22-Feb-11,75,Fast,Little,40,Mixed,Free Form,40,Normal,45,Normal,65,Normal,Free Form,50,Medium,40,Press,45,Normal,Cover
78,17,22-Feb-11,65,Balanced,Little,50,Mixed,Organised,45,Normal,55,Normal,50,Normal,Organised,35,Medium,45,Press,65,Normal,Cover
84,18,22-Feb-11,65,Balanced,Little,50,Mixed,Organised,50,Normal,65,Normal,55,Normal,Organised,45,Medium,55,Press,65,Normal,Cover
90,19,22-Feb-11,70,Fast,Little,69,Long,Organised,55,Normal,72,Lots,57,Normal,Organised,48,Medium,67,Double,55,Normal,Cover
96,21,22-Feb-11,57,Balanced,Little,54,Mixed,Organised,58,Normal,69,Lots,79,Lots,Organised,58,Medium,48,Press,54,Normal,Cover
102,22,22-Feb-11,68,Fast,Little,40,Mixed,Organised,52,Normal,64,Normal,72,Lots,Organised,59,Medium,49,Press,42,Normal,Cover
108,23,22-Feb-11,35,Balanced,Little,65,Mixed,Organised,35,Normal,65,Normal,50,Normal,Organised,35,Medium,45,Press,65,Normal,Cover
114,25,22-Feb-11,45,Balanced,Little,31,Short,Organised,45,Normal,74,Lots,66,Normal,Organised,60,Medium,50,Press,65,Normal,Cover
120,28,22-Feb-11,43,Balanced,Little,34,Mixed,Free Form,59,Normal,25,Little,68,Lots,Free Form,67,High,43,Press,68,Wide,Cover
126,29,22-Feb-11,65,Balanced,Little,35,Mixed,Free Form,65,Normal,63,Normal,65,Normal,Organised,55,Medium,45,Press,60,Normal,Offside Trap
132,31,22-Feb-11,46,Balanced,Little,40,Mixed,Organised,51,Normal,54,Normal,49,Normal,Organised,38,Medium,53,Press,55,Normal,Cover
138,32,22-Feb-11,67,Fast,Little,38,Mixed,Organised,51,Normal,47,Normal,55,Normal,Organised,57,Medium,39,Press,51,Normal,Cover
144,34,22-Feb-11,42,Balanced,Little,40,Mixed,Organised,34,Normal,30,Little,72,Lots,Free Form,39,Medium,52,Press,65,Normal,Cover
150,36,22-Feb-11,47,Balanced,Little,37,Mixed,Organised,54,Normal,64,Normal,67,Lots,Organised,33,Deep,34,Press,48,Normal,Offside Trap
153,38,22-Feb-11,48,Balanced,Little,46,Mixed,Free Form,50,Normal,50,Normal,57,Normal,Organised,47,Medium,55,Press,53,Normal,Cover
160,39,22-Feb-11,47,Balanced,Little,54,Mixed,Organised,55,Normal,38,Normal,55,Normal,Organised,32,Deep,50,Press,56,Normal,Cover
162,39,22-Feb-11,65,Balanced,Little,35,Mixed,Free Form,65,Normal,55,Normal,51,Normal,Organised,55,Medium,56,Press,60,Normal,Cover
168,44,22-Feb-11,45,Balanced,Little,60,Mixed,Organised,35,Normal,50,Normal,40,Normal,Organised,30,Deep,60,Press,45,Normal,Cover
174,45,22-Feb-11,55,Balanced,Little,65,Mixed,Organised,50,Normal,50,Normal,35,Normal,Organised,45,Medium,60,Press,55,Normal,Cover
180,46,22-Feb-11,70,Fast,Little,30,Short,Organised,65,Normal,30,Little,65,Normal,Organised,45,Medium,50,Press,45,Normal,Cover
187,48,22-Feb-11,55,Balanced,Little,56,Mixed,Organised,55,Normal,49,Normal,52,Normal,Organised,48,Medium,60,Press,56,Normal,Cover
193,50,22-Feb-11,65,Balanced,Little,35,Mixed,Organised,35,Normal,35,Normal,50,Normal,Organised,30,Deep,50,Press,50,Normal,Cover
199,52,22-Feb-11,45,Balanced,Little,70,Long,Organised,55,Normal,70,Lots,50,Normal,Organised,40,Medium,55,Press,50,Normal,Cover
205,54,22-Feb-11,50,Balanced,Little,35,Mixed,Organised,50,Normal,65,Normal,65,Normal,Organised,55,Medium,45,Press,65,Normal,Cover
211,55,22-Feb-11,73,Fast,Little,43,Mixed,Organised,60,Normal,53,Normal,64,Normal,Organised,59,Medium,67,Double,46,Normal,Cover
217,57,22-Feb-11,63,Balanced,Little,46,Mixed,Organised,60,Normal,51,Normal,61,Normal,Organised,49,Medium,58,Press,49,Normal,Cover
223,58,22-Feb-11,50,Balanced,Little,35,Mixed,Organised,35,Normal,65,Normal,65,Normal,Organised,35,Medium,55,Press,65,Normal,Cover
226,58,22-Feb-11,51,Balanced,Little,66,Mixed,Organised,68,Risky,33,Little,47,Normal,Organised,27,Deep,46,Press,48,Normal,Cover
232,59,22-Feb-11,30,Slow,Little,30,Short,Organised,55,Normal,50,Normal,60,Normal,Organised,40,Medium,60,Press,50,Normal,Cover
238,62,22-Feb-11,30,Slow,Little,50,Mixed,Organised,50,Normal,65,Normal,65,Normal,Organised,45,Medium,45,Press,55,Normal,Cover
244,64,22-Feb-11,65,Balanced,Little,35,Mixed,Organised,50,Normal,65,Normal,50,Normal,Organised,55,Medium,45,Press,65,Normal,Cover
250,65,22-Feb-11,36,Balanced,Little,52,Mixed,Organised,49,Normal,68,Lots,55,Normal,Organised,24,Deep,56,Press,66,Normal,Cover
256,66,22-Feb-11,65,Balanced,Little,35,Mixed,Organised,35,Normal,65,Normal,65,Normal,Organised,55,Medium,45,Press,65,Normal,Cover
262,69,22-Feb-11,65,Balanced,Little,50,Mixed,Organised,50,Normal,65,Normal,50,Normal,Free Form,45,Medium,45,Press,51,Normal,Cover
270,70,22-Feb-11,67,Fast,Little,49,Mixed,Organised,67,Risky,67,Lots,48,Normal,Organised,46,Medium,47,Press,53,Normal,Cover
278,71,22-Feb-11,65,Balanced,Little,35,Mixed,Free Form,50,Normal,65,Normal,63,Normal,Organised,35,Medium,55,Press,50,Normal,Offside Trap
284,72,22-Feb-11,43,Balanced,Little,44,Mixed,Organised,53,Normal,45,Normal,60,Normal,Organised,40,Medium,41,Press,47,Normal,Cover
290,73,22-Feb-11,54,Balanced,Little,52,Mixed,Organised,52,Normal,67,Lots,51,Normal,Organised,46,Medium,46,Press,67,Wide,Cover
296,74,22-Feb-11,50,Balanced,Little,50,Mixed,Free Form,70,Risky,65,Normal,65,Normal,Organised,60,Medium,50,Press,70,Wide,Cover
302,77,22-Feb-11,50,Balanced,Little,50,Mixed,Organised,35,Normal,35,Normal,50,Normal,Organised,35,Medium,55,Press,50,Normal,Cover
308,78,22-Feb-11,60,Balanced,Little,50,Mixed,Free Form,60,Normal,60,Normal,80,Lots,Free Form,35,Medium,55,Press,50,Normal,Cover
314,80,22-Feb-11,45,Balanced,Little,50,Mixed,Organised,49,Normal,45,Normal,35,Normal,Organised,36,Medium,70,Double,51,Normal,Cover
320,81,22-Feb-11,67,Fast,Little,47,Mixed,Free Form,68,Risky,49,Normal,53,Normal,Free Form,57,Medium,44,Press,47,Normal,Cover
326,82,22-Feb-11,39,Balanced,Little,41,Mixed,Organised,40,Normal,42,Normal,46,Normal,Organised,40,Medium,38,Press,44,Normal,Cover
332,83,22-Feb-11,46,Balanced,Little,51,Mixed,Organised,48,Normal,48,Normal,52,Normal,Organised,48,Medium,33,Contain,63,Normal,Cover
337,86,22-Feb-11,53,Balanced,Little,54,Mixed,Organised,69,Risky,48,Normal,52,Normal,Organised,48,Medium,43,Press,33,Narrow,Cover
343,88,22-Feb-11,30,Slow,Little,40,Mixed,Organised,43,Normal,45,Normal,65,Normal,Organised,42,Medium,45,Press,50,Normal,Cover
346,95,22-Feb-11,56,Balanced,Little,42,Mixed,Organised,57,Normal,69,Lots,61,Normal,Organised,38,Medium,44,Press,69,Wide,Cover
352,106,22-Feb-11,65,Balanced,Little,50,Mixed,Organised,50,Normal,65,Normal,50,Normal,Organised,35,Medium,45,Press,50,Normal,Cover
360,109,22-Feb-11,68,Fast,Little,53,Mixed,Organised,67,Risky,53,Normal,67,Lots,Organised,57,Medium,57,Press,63,Normal,Cover
373,144,22-Feb-11,52,Balanced,Little,43,Mixed,Organised,62,Normal,62,Normal,41,Normal,Organised,48,Medium,50,Press,53,Normal,Cover
379,160,22-Feb-11,43,Balanced,Little,39,Mixed,Organised,52,Normal,43,Normal,46,Normal,Organised,40,Medium,39,Press,51,Normal,Cover
385,162,22-Feb-11,50,Balanced,Little,35,Mixed,Organised,50,Normal,50,Normal,55,Normal,Organised,45,Medium,45,Press,47,Normal,Offside Trap
391,165,22-Feb-11,64,Balanced,Little,55,Mixed,Organised,71,Risky,38,Normal,52,Normal,Organised,58,Medium,48,Press,40,Normal,Cover
396,166,22-Feb-11,68,Fast,Little,55,Mixed,Organised,72,Risky,70,Lots,54,Normal,Organised,51,Medium,58,Press,56,Normal,Cover
404,169,22-Feb-11,50,Balanced,Little,55,Mixed,Organised,50,Normal,55,Normal,55,Normal,Organised,50,Medium,50,Press,55,Normal,Cover
406,169,22-Feb-11,60,Balanced,Little,50,Mixed,Organised,55,Normal,70,Lots,55,Normal,Organised,55,Medium,65,Press,60,Normal,Cover
411,171,22-Feb-11,35,Balanced,Little,65,Mixed,Organised,50,Normal,65,Normal,65,Normal,Organised,45,Medium,55,Press,65,Normal,Cover
416,175,22-Feb-11,73,Fast,Little,59,Mixed,Organised,77,Risky,33,Little,52,Normal,Organised,25,Deep,47,Press,33,Narrow,Cover
421,181,22-Feb-11,58,Balanced,Little,71,Long,Organised,42,Normal,39,Normal,50,Normal,Organised,40,Medium,40,Press,56,Normal,Cover
428,184,22-Feb-11,51,Balanced,Little,39,Mixed,Organised,48,Normal,67,Lots,62,Normal,Organised,43,Medium,44,Press,49,Normal,Cover
434,189,22-Feb-11,50,Balanced,Little,50,Mixed,Organised,50,Normal,65,Normal,65,Normal,Free Form,55,Medium,43,Press,65,Normal,Cover
440,190,22-Feb-11,66,Balanced,Little,45,Mixed,Organised,41,Normal,69,Lots,72,Lots,Organised,34,Medium,57,Press,34,Normal,Offside Trap
447,192,22-Feb-11,48,Balanced,Little,56,Mixed,Organised,49,Normal,61,Normal,55,Normal,Organised,54,Medium,49,Press,60,Normal,Cover
453,200,22-Feb-11,47,Balanced,Little,53,Mixed,Free Form,43,Normal,33,Little,32,Little,Organised,48,Medium,59,Press,53,Normal,Cover
459,206,22-Feb-11,49,Balanced,Little,50,Mixed,Organised,50,Normal,60,Normal,60,Normal,Organised,45,Medium,45,Press,50,Normal,Offside Trap
465,210,22-Feb-11,51,Balanced,Little,38,Mixed,Organised,52,Normal,40,Normal,54,Normal,Organised,46,Medium,59,Press,34,Normal,Cover
471,217,22-Feb-11,50,Balanced,Little,47,Mixed,Organised,47,Normal,41,Normal,34,Normal,Organised,41,Medium,42,Press,50,Normal,Cover
477,219,22-Feb-11,70,Fast,Little,48,Mixed,Organised,46,Normal,45,Normal,65,Normal,Organised,61,Medium,67,Double,65,Normal,Offside Trap
480,219,22-Feb-11,50,Balanced,Little,55,Mixed,Organised,45,Normal,55,Normal,40,Normal,Organised,45,Medium,35,Press,50,Normal,Cover
486,226,22-Feb-11,66,Balanced,Little,52,Mixed,Organised,65,Normal,66,Normal,51,Normal,Organised,48,Medium,47,Press,54,Normal,Offside Trap
492,229,22-Feb-11,65,Balanced,Little,35,Mixed,Organised,50,Normal,50,Normal,50,Normal,Free Form,54,Medium,65,Press,35,Normal,Cover
498,231,22-Feb-11,55,Balanced,Little,55,Mixed,Organised,54,Normal,74,Lots,56,Normal,Organised,61,Medium,39,Press,38,Normal,Cover
504,232,22-Feb-11,54,Balanced,Little,45,Mixed,Organised,38,Normal,54,Normal,57,Normal,Organised,59,Medium,39,Press,66,Normal,Cover
516,236,22-Feb-11,47,Balanced,Little,27,Short,Organised,45,Normal,51,Normal,54,Normal,Organised,48,Medium,60,Press,37,Normal,Cover
524,239,22-Feb-11,46,Balanced,Little,38,Mixed,Organised,36,Normal,33,Little,53,Normal,Organised,53,Medium,54,Press,55,Normal,Cover
525,239,22-Feb-11,53,Balanced,Little,52,Mixed,Organised,54,Normal,59,Normal,55,Normal,Organised,54,Medium,49,Press,67,Wide,Cover
531,240,22-Feb-11,67,Fast,Little,53,Mixed,Organised,55,Normal,66,Normal,63,Normal,Organised,43,Medium,48,Press,62,Normal,Cover
537,241,22-Feb-11,50,Balanced,Little,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,45,Medium,45,Press,50,Normal,Cover
539,241,22-Feb-11,59,Balanced,Little,40,Mixed,Organised,56,Normal,54,Normal,48,Normal,Organised,59,Medium,46,Press,53,Normal,Cover
550,243,22-Feb-11,52,Balanced,Little,29,Short,Organised,61,Normal,58,Normal,54,Normal,Organised,60,Medium,55,Press,52,Normal,Cover
556,244,22-Feb-11,66,Balanced,Little,52,Mixed,Organised,52,Normal,53,Normal,34,Normal,Organised,46,Medium,47,Press,52,Normal,Cover
559,245,22-Feb-11,55,Balanced,Little,56,Mixed,Organised,55,Normal,43,Normal,53,Normal,Organised,39,Medium,37,Press,53,Normal,Cover
565,246,22-Feb-11,66,Balanced,Little,53,Mixed,Organised,53,Normal,68,Lots,66,Normal,Organised,56,Medium,68,Double,66,Normal,Cover
570,247,22-Feb-11,69,Fast,Little,45,Mixed,Organised,40,Normal,70,Lots,45,Normal,Organised,36,Medium,66,Press,34,Normal,Cover
576,260,22-Feb-11,54,Balanced,Little,55,Mixed,Organised,53,Normal,40,Normal,59,Normal,Organised,48,Medium,58,Press,53,Normal,Cover
581,294,22-Feb-11,59,Balanced,Little,43,Mixed,Organised,56,Normal,50,Normal,66,Normal,Organised,50,Medium,43,Press,55,Normal,Cover
587,301,22-Feb-11,48,Balanced,Little,51,Mixed,Organised,52,Normal,64,Normal,52,Normal,Organised,47,Medium,47,Press,51,Normal,Cover
592,301,22-Feb-11,75,Fast,Little,35,Mixed,Organised,72,Risky,51,Normal,68,Lots,Free Form,68,High,50,Press,52,Normal,Cover
598,322,22-Feb-11,49,Balanced,Little,52,Mixed,Organised,64,Normal,64,Normal,37,Normal,Organised,46,Medium,46,Press,67,Wide,Cover
